Plate,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Type],Compound Name,Compound Identifier (CAS Number),Compound Molecular Weight,Compound URL,Compound Concentration (microMolar),Compound General Target Class,Compound General activity,Compound Information,Control Type,Channels,Image File Name
2.1,D11,17,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Mubritinib,366017-09-6,468.47,https://pubchem.ncbi.nlm.nih.gov/compound/6444692,2.5,Protein Tyrosine Kinase,HER2,"Mubritinib (TAK-165) is a potent inhibitor of HER2/ErbB2 with IC50 of 6 nM in BT-474 cell; no activity to EGFR, FGFR, PDGFR, JAK1, Src and Blk in BT-474 cell line. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40517.nd2.tif_merged.tif
2.1,D12,18,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Torkinib,1092351-67-1,308.34,https://pubchem.ncbi.nlm.nih.gov/compound/135565635,2.5,PI3K/Akt/mTOR,"Autophagy,mTOR","Torkinib (PP242) is a selective mTOR inhibitor with IC50 of 8 nM in cell-free assays; targets both mTOR complexes with >10- and 100-fold selectivity for mTOR than PI3Kδ or PI3Kα/β/γ, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40518.nd2.tif_merged.tif
2.1,E12,19,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Momelotinib,1056634-68-4,414.46,https://pubchem.ncbi.nlm.nih.gov/compound/25062766,2.5,JAK/STAT,JAK,"Momelotinib (CYT387) is an ATP-competitive inhibitor of JAK1/JAK2 with IC50 of 11 nM/18 nM, ~10-fold selectivity versus JAK3. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40519.nd2.tif_merged.tif
2.1,F12,20,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SB590885,405554-55-4,453.54,https://pubchem.ncbi.nlm.nih.gov/compound/135421339,2.5,MAPK,Raf,"SB590885 is a potent B-Raf inhibitor with Ki of 0.16 nM in a cell-free assay, 11-fold greater selectivity for B-Raf over c-Raf, no inhibition to other human kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40520.nd2.tif_merged.tif
2.1,G12,21,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Apatinib,811803-05-1,493.58,https://pubchem.ncbi.nlm.nih.gov/compound/11315474,2.5,Protein Tyrosine Kinase,VEGFR,"Apatinib is an orally bioavailable, selective VEGFR2 inhibitor with IC50 of 1 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40521.nd2.tif_merged.tif
2.1,G13,22,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Idelalisib,870281-82-6,415.42,https://pubchem.ncbi.nlm.nih.gov/compound/11625818,2.5,PI3K/Akt/mTOR,PI3K,"Idelalisib (CAL-101, GS-1101) is a selective p110δ inhibitor with IC50 of 2.5 nM in cell-free assays; shown to have 40- to 300-fold greater selectivity for p110δ than p110α/β/γ, and 400- to 4000-fold more selectivity to p110δ than C2β, hVPS34, DNA-PK and mTOR. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40522.nd2.tif_merged.tif
2.1,F13,23,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PIK-294,900185-02-6,489.53,https://pubchem.ncbi.nlm.nih.gov/compound/24905149,2.5,PI3K/Akt/mTOR,PI3K,"PIK-294 is a highly selective p110δ inhibitor with IC50 of 10 nM, 1000-, 49- and 16-fold less potent to PI3Kα/β/γ, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40523.nd2.tif_merged.tif
2.1,E13,24,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Telatinib,332012-40-5,409.83,https://pubchem.ncbi.nlm.nih.gov/compound/9808844,2.5,Protein Tyrosine Kinase,"c-Kit,PDGFR,VEGFR","Telatinib is a potent inhibitor of VEGFR2/3, c-Kit and PDGFRα with IC50 of 6 nM/4 nM, 1 nM and 15 nM, respectively. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40524.nd2.tif_merged.tif
2.1,D13,25,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Volasertib,755038-65-4,618.81,https://pubchem.ncbi.nlm.nih.gov/compound/10461508,2.5,Cell Cycle,PLK,Volasertib (BI 6727) is a highly potent Plk1 inhibitor with IC50 of 0.87 nM in a cell-free assay. It shows 6- and 65-fold greater selectivity against Plk2 and Plk3. Phase 3.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40525.nd2.tif_merged.tif
2.1,D14,26,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Palomid 529,914913-88-5,406.43,https://pubchem.ncbi.nlm.nih.gov/compound/11998575,2.5,PI3K/Akt/mTOR,mTOR,"Palomid 529 (P529) inhibits both the mTORC1 and mTORC2 complexes, reduces phosphorylation of pAktS473, pGSK3βS9, and pS6 but no effect observed on pMAPK or pAktT308. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40526.nd2.tif_merged.tif
2.1,E14,27,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Degrasyn,856243-80-6,384.27,https://pubchem.ncbi.nlm.nih.gov/compound/11222830,2.5,Angiogenesis,"Bcr-Abl,DUB","Degrasyn (WP1130) is a selective deubiquitinase (DUB: USP5, UCH-L1, USP9x, USP14, and UCH37) inhibitor and also suppresses Bcr/Abl, also a JAK2 transducer (without affecting 20S proteasome) and activator of transcription (STAT).",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40527.nd2.tif_merged.tif
2.1,F14,28,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Buparlisib,944396-07-0,410.39,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,2.5,PI3K/Akt/mTOR,PI3K,"Buparlisib (BKM120, NVP-BKM120) is a selective PI3K inhibitor of p110α/β/δ/γ with IC50 of 52 nM/166 nM/116 nM/262 nM in cell-free assays, respectively. Reduced potency against VPS34, mTOR, DNAPK, with little activity to PI4Kβ. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40528.nd2.tif_merged.tif
2.1,G14,29,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Asiatic Acid,464-92-6,488.7,https://pubchem.ncbi.nlm.nih.gov/compound/119034,2.5,MAPK,p38 MAPK,"Asiatic acid is the aglycone of asiaticoside isolated from the plant Centella asiatica, commonly used in wound healing. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40529.nd2.tif_merged.tif
2.1,G15,30,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Honokiol,35354-74-6,266.334,https://pubchem.ncbi.nlm.nih.gov/compound/72303,2.5,PI3K/Akt/mTOR,"Akt,MEK",Honokiol is the active principle of magnolia extract that inhibits Akt-phosphorylation and promotes ERK1/2 phosphorylation. Phase 3.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40530.nd2.tif_merged.tif
2.1,F15,31,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Indirubin,479-41-4,262.26,https://pubchem.ncbi.nlm.nih.gov/compound/10177,2.5,PI3K/Akt/mTOR,GSK-3,Indirubin is a potent cyclin-dependent kinases and GSK-3β inhibitor with IC50 of about 5 μM and 0.6 μM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40531.nd2.tif_merged.tif
2.1,E15,32,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Quercetin,117-39-5,302.24,https://pubchem.ncbi.nlm.nih.gov/compound/5280343,2.5,Epigenetics,"Src,Sirtuin,PKC,PI3K","Quercetin, a natural flavonoid present in vegetables, fruit and wine, is a stimulator of recombinant SIRT1 and also a PI3K inhibitor with IC50 of 2.4-5.4 μM. Phase 4.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40532.nd2.tif_merged.tif
2.1,D15,33,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Chrysophanic Acid,481-74-3,254.24,https://pubchem.ncbi.nlm.nih.gov/compound/10208,2.5,Protein Tyrosine Kinase,"EGFR,mTOR","Chrysophanic acid (Chrysophanol), a natural anthraquinone isolated from Dianella longifolia, is a EGFR/mTOR pathway inhibitor.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40533.nd2.tif_merged.tif
2.1,D16,34,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Phenformin HCl,834-28-6,241.72,https://pubchem.ncbi.nlm.nih.gov/compound/13266,2.5,PI3K/Akt/mTOR,AMPK,Phenformin HCl is a hydrochloride salt of phenformin that is an anti-diabetic drug from the biguanide class.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40534.nd2.tif_merged.tif
2.1,E16,35,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Daphnetin,486-35-1,178.14,https://pubchem.ncbi.nlm.nih.gov/compound/5280569,2.5,DNA Damage,"PKA,EGFR,PKC","Daphnetin, a natural coumarin derivative, is a protein kinase inhibitor, inhibits EGFR, PKA and PKC with IC50 of 7.67 μM, 9.33 μM and 25.01 μM, respectively, also known to exhibit anti-inflammatory and anti-oxidant activities.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40535.nd2.tif_merged.tif
2.1,F16,36,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TAK-733,1035555-63-5,504.23,https://pubchem.ncbi.nlm.nih.gov/compound/24963252,2.5,MAPK,MEK,"TAK-733 is a potent and selective MEK allosteric site inhibitor for MEK1 with IC50 of 3.2 nM, inactive to Abl1, AKT3, c-RAF, CamK1, CDK2, c-Met, etc. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40536.nd2.tif_merged.tif
2.1,G16,37,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD5438,602306-29-6,371.46,https://pubchem.ncbi.nlm.nih.gov/compound/16747683,2.5,Cell Cycle,CDK,AZD5438 is a potent inhibitor of CDK1/2/9 with IC50 of 16 nM/6 nM/20 nM in cell-free assays. It is less potent to CDK5/6 and also inhibits GSK3β. Phase 1.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40537.nd2.tif_merged.tif
2.1,G17,38,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PP121,1092788-83-4,319.36,https://pubchem.ncbi.nlm.nih.gov/compound/24905142,2.5,Protein Tyrosine Kinase,"DNA-PK,mTOR,PDGFR","PP121 is a multi-targeted inhibitor of PDGFR, Hck, mTOR, VEGFR2, Src and Abl with IC50 of 2 nM, 8 nM, 10 nM, 12 nM, 14 nM and 18 nM, also inhibits DNA-PK with IC50 of 60 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40538.nd2.tif_merged.tif
2.1,F17,39,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,OSI-027,936890-98-1,406.44,https://pubchem.ncbi.nlm.nih.gov/compound/135398516,2.5,PI3K/Akt/mTOR,mTOR,"OSI-027 is a selective and potent dual inhibitor of mTORC1 and mTORC2 with IC50 of 22 nM and 65 nM in cell-free assays, and more than 100-fold selectivity observed for mTOR than PI3Kα, PI3Kβ, PI3Kγ or DNA-PK. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40539.nd2.tif_merged.tif
2.1,E17,40,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Fostamatinib,901119-35-5,580.46,https://pubchem.ncbi.nlm.nih.gov/compound/11671467,2.5,Angiogenesis,Syk,"Fostamatinib (R788), a prodrug of the active metabolite R406, is a Syk inhibitor with IC50 of 41 nM, strongly inhibits Syk but not Lyn, 5-fold less potent to Flt3. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40540.nd2.tif_merged.tif
2.1,D17,41,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LY2603618,911222-45-2,436.3,https://pubchem.ncbi.nlm.nih.gov/compound/11955855,2.5,Cell Cycle,Chk,LY2603618 is a selective Chk1 inhibitor with potential anti-tumor activity in a cell-free assay. Phase 2.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40541.nd2.tif_merged.tif
2.1,C17,42,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Rebastinib,1020172-07-9,553.59,https://pubchem.ncbi.nlm.nih.gov/compound/25066467,2.5,Angiogenesis,Bcr-Abl,"Rebastinib (DCC-2036) is a conformational control Bcr-Abl inhibitor for Abl1(WT) and Abl1(T315I) with IC50 of 0.8 nM and 4 nM, also inhibits SRC, LYN, FGR, HCK, KDR, FLT3, and Tie-2, and low activity to seen towards c-Kit. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40542.nd2.tif_merged.tif
2.1,C16,43,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CCT128930,885499-61-6,341.84,https://pubchem.ncbi.nlm.nih.gov/compound/17751819,2.5,PI3K/Akt/mTOR,Akt,"CCT128930 is a potent, ATP-competitive and selective inhibitor of Akt2 with IC50 of 6 nM in a cell-free assay, 28-fold greater selectivity for Akt2 than the closely related PKA kinase.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40543.nd2.tif_merged.tif
2.1,C15,44,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,A66,1166227-08-2,393.53,https://pubchem.ncbi.nlm.nih.gov/compound/42636535,2.5,PI3K/Akt/mTOR,PI3K,"A66 is a potent and specific p110α inhibitor with IC50 of 32 nM in a cell-free assay, >100 fold selectivity for p110α over other class-I PI3K isoforms.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40544.nd2.tif_merged.tif
2.1,C14,45,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Omipalisib,1086062-66-9,505.5,https://pubchem.ncbi.nlm.nih.gov/compound/25167777,2.5,PI3K/Akt/mTOR,"mTOR,PI3K","Omipalisib (GSK2126458, GSK458) is a highly selective and potent inhibitor of p110α/β/δ/γ, mTORC1/2 with Ki of 0.019 nM/0.13 nM/0.024 nM/0.06 nM and 0.18 nM/0.3 nM in cell-free assays, respectively. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40545.nd2.tif_merged.tif
2.1,C13,46,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,WYE-125132,1144068-46-1,519.6,https://pubchem.ncbi.nlm.nih.gov/compound/25260757,2.5,PI3K/Akt/mTOR,mTOR,"WYE-125132 (WYE-132) is a highly potent, ATP-competitive mTOR inhibitor with IC50 of 0.19 nM; highly selective for mTOR versus PI3Ks or PI3K-related kinases hSMG1 and ATR.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40546.nd2.tif_merged.tif
2.1,C12,47,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,A-674563,552325-73-2,358.44,https://pubchem.ncbi.nlm.nih.gov/compound/11314340,2.5,PI3K/Akt/mTOR,"Akt,CDK,PKA","A-674563 is an Akt1 inhibitor with Ki of 11 nM in cell-free assays, modest potent to PKA and >30-fold selective for Akt1 over PKC.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40547.nd2.tif_merged.tif
2.1,C11,48,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AS-252424,900515-16-4,305.28,https://pubchem.ncbi.nlm.nih.gov/compound/11630874,2.5,PI3K/Akt/mTOR,PI3K,"AS-252424 is a novel, potent PI3Kγ inhibitor with IC50 of 30 nM in a cell-free assay with 30-fold selectivity for PI3Kγ than PI3Kα, and low inhibitory activity towards PI3Kδ/β.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40548.nd2.tif_merged.tif
2.1,C10,49,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40549.nd2.tif_merged.tif
2.1,C9,50,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-1_40550.nd2.tif_merged.tif
2.2,C8,1,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-00562271,939791-38-5,665.66,https://pubchem.ncbi.nlm.nih.gov/compound/16118986,2.5,Angiogenesis,FAK,"PF-00562271 is the benzenesulfonate salt of PF-562271, which is a potent, ATP-competitive, reversible inhibitor of FAK with IC50 of 1.5 nM, ~10-fold less potent for Pyk2 than FAK and >100-fold selectivity against other protein kinases, except for some CDKs. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40501.nd2.tif_merged.tif
2.2,D8,2,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Trametinib,871700-17-3,615.39,https://pubchem.ncbi.nlm.nih.gov/compound/11707110,2.5,MAPK,MEK,"Trametinib (GSK1120212) is a highly specific and potent MEK1/2 inhibitor with IC50 of 0.92 nM/1.8 nM in cell-free assays, no inhibition of the kinase activities of c-Raf, B-Raf, ERK1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40502.nd2.tif_merged.tif
2.2,E8,3,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Flavopiridol HCl,131740-09-5,438.3,https://pubchem.ncbi.nlm.nih.gov/compound/9910986,2.5,Cell Cycle,CDK,"Flavopiridol HCl competes with ATP to inhibit CDKs including CDK1, CDK2, CDK4 and CDK6 with IC50 of ~ 40 nM in cell-free assays. It is 7.5-fold more selective for CDK1/2/4/6 than CDK7. Flavopiridol is initially found to inhibit EGFR and PKA. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40503.nd2.tif_merged.tif
2.2,F8,4,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Ibrutinib,936563-96-1,440.5,https://pubchem.ncbi.nlm.nih.gov/compound/24821094,2.5,Angiogenesis,BTK,"Ibrutinib (PCI-32765) is a potent and highly selective Brutons tyrosine kinase (Btk) inhibitor with IC50 of 0.5 nM in cell-free assays, modestly potent to Bmx, CSK, FGR, BRK, HCK, less potent to EGFR, Yes, ErbB2, JAK3, etc.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40504.nd2.tif_merged.tif
2.2,G8,5,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AS-604850,648449-76-7,285.22,https://pubchem.ncbi.nlm.nih.gov/compound/5287855,2.5,PI3K/Akt/mTOR,PI3K,"AS-604850 is a selective, ATP-competitive PI3Kγ inhibitor with IC50 of 250 nM, over 80-fold selectivity for PI3Kγ than PI3Kδ/β, and 18-fold more selective for PI3Kγ than PI3Kα.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40505.nd2.tif_merged.tif
2.2,G9,6,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CAY10505,1218777-13-9 ,289.28,https://pubchem.ncbi.nlm.nih.gov/compound/1204893,2.5,PI3K/Akt/mTOR,PI3K,"CAY10505 is dehydroxyl of AS-252424, which is a PI3Kγ inhibitor with IC50 of 33 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40506.nd2.tif_merged.tif
2.2,F9,7,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CHIR-124,405168-58-3,419.91,https://pubchem.ncbi.nlm.nih.gov/compound/135399748,2.5,Cell Cycle,Chk,"CHIR-124 is a novel and potent Chk1 inhibitor with IC50 of 0.3 nM in a cell-free assay. It shows 2,000-fold selectivity against Chk2, 500- to 5,000-fold less activity against CDK2/4 and Cdc2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40507.nd2.tif_merged.tif
2.2,E9,8,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,NVP-BSK805 2HCl,1092499-93-8 (free base),563.47,https://pubchem.ncbi.nlm.nih.gov/compound/57339395,2.5,JAK/STAT,JAK,"NVP-BSK805 2HCl is a potent and selective ATP-competitive JAK2 inhibitor with IC50 of 0.5 nM,>20-fold selectivity towards JAK1, JAK3 and TYK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40508.nd2.tif_merged.tif
2.2,D9,9,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,R547,741713-40-6,441.45,https://pubchem.ncbi.nlm.nih.gov/compound/6918852,2.5,Cell Cycle,CDK,"R547 is a potent ATP-competitive inhibitor of CDK1/2/4 with Ki of 2 nM/3 nM/1 nM. It is less potent to CDK7 and GSK3α/β, while inactive to other kinases. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40509.nd2.tif_merged.tif
2.2,D10,10,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,WAY-600,1062159-35-6,494.59,https://pubchem.ncbi.nlm.nih.gov/compound/25229526,2.5,PI3K/Akt/mTOR,mTOR,"WAY-600 is a potent, ATP-competitive and selective inhibitor of mTOR with IC50 of 9 nM; blocks mTORC1/P-S6K(T389) and mTORC2/P-AKT(S473) but not P-AKT(T308); selective for mTOR than PI3Kα (>100-fold) and PI3Kγ (>500-fold). ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40510.nd2.tif_merged.tif
2.2,E10,11,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TG101209,936091-14-4,509.67,https://pubchem.ncbi.nlm.nih.gov/compound/16722832,2.5,JAK/STAT,"c-RET,FLT3,JAK","TG101209 is a selective JAK2 inhibitor with IC50 of 6 nM, less potent to Flt3 and RET with IC50 of 25 nM and 17 nM in cell-free assays, ~30-fold selective for JAK2 than JAK3, sensitive to JAK2V617F and MPLW515L/K mutations.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40511.nd2.tif_merged.tif
2.2,F10,12,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Apitolisib,1032754-93-0,498.6,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,2.5,PI3K/Akt/mTOR,"mTOR,PI3K","Apitolisib (GDC-0980, RG7422) is a potent, class I PI3K inhibitor for PI3Kα/β/δ/γ with IC50 of 5 nM/27 nM/7 nM/14 nM in cell-free assays, respectively. Also a mTOR inhibitor with Ki of 17 nM in a cell-free assay, and highly selective versus other PIKK family kinases. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40512.nd2.tif_merged.tif
2.2,G10,13,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,A-769662,844499-71-4,360.39,https://pubchem.ncbi.nlm.nih.gov/compound/54708532,2.5,PI3K/Akt/mTOR,AMPK,"A-769662 is a potent, reversible AMPK activator with EC50 of 0.8 μM in cell-free assays, little effect on GPPase/FBPase activity.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40513.nd2.tif_merged.tif
2.2,G11,14,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CH5132799,1007207-67-1,377.42,https://pubchem.ncbi.nlm.nih.gov/compound/49784945,2.5,PI3K/Akt/mTOR,"mTOR,PI3K","CH5132799 inhibits class I PI3Ks, particularly PI3Kα with IC50 of 14 nM; less potent to PI3Kβδγ, while sensitive in PIK3CA mutations cell lines. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40514.nd2.tif_merged.tif
2.2,F11,15,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,KX2-391,897016-82-9,431.53,https://pubchem.ncbi.nlm.nih.gov/compound/23635314,2.5,Angiogenesis,Src,"KX2-391, the first clinical Src inhibitor (peptidomimetic class) that targets the peptide substrate site of Src, with GI50 of 9-60 nM in cancer cell lines. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40515.nd2.tif_merged.tif
2.2,E11,16,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK1838705A,1116235-97-2,532.57,https://pubchem.ncbi.nlm.nih.gov/compound/25182616,2.5,Protein Tyrosine Kinase,"ALK,IGF-1R","GSK1838705A is a potent IGF-1R inhibitor with IC50 of 2.0 nM, modestly potent to IR and ALK with IC50 of 1.6 nM and 0.5 nM, respectively, and little activity to other protein kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40516.nd2.tif_merged.tif
2.2,D11,17,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TAK-901,934541-31-8,504.64,https://pubchem.ncbi.nlm.nih.gov/compound/16124208,2.5,Cell Cycle,Aurora Kinase,"TAK-901 is a novel inhibitor of Aurora A/B with IC50 of 21 nM/15 nM. It is not a potent inhibitor of cellular JAK2, c-Src or Abl. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40517.nd2.tif_merged.tif
2.2,D12,18,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AMG-900,945595-80-2,503.58,https://pubchem.ncbi.nlm.nih.gov/compound/24856041,2.5,Cell Cycle,Aurora Kinase,"AMG 900 is a potent and highly selective pan-Aurora kinases inhibitor for Aurora A/B/C with IC50 of 5 nM/4 nM /1 nM. It is >10-fold selective for Aurora kinases than p38α, Tyk2, JNK2, Met and Tie2. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40518.nd2.tif_merged.tif
2.2,E12,19,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ZM 336372,208260-29-1,389.45,https://pubchem.ncbi.nlm.nih.gov/compound/5730,2.5,MAPK,Raf,"ZM 336372 is a potent and selective c-Raf inhibitor with IC50 of 70 nM, 10-fold selectivity over B-RAF, no inhibition to PKA/B/C, AMPK, p70S6, etc.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40519.nd2.tif_merged.tif
2.2,F12,20,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PH-797804,586379-66-0,477.3,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,2.5,MAPK,p38 MAPK,PH-797804 is a novel pyridinone inhibitor of p38α with IC50 of 26 nM in a cell-free assay; 4-fold more selective versus p38β and does not inhibit JNK2. Phase 2.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40520.nd2.tif_merged.tif
2.2,G12,21,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Dacomitinib,1110813-31-4,469.94,https://pubchem.ncbi.nlm.nih.gov/compound/11511120,2.5,Protein Tyrosine Kinase,EGFR,"Dacomitinib (PF299804, PF299) is a potent, irreversible pan-ErbB inhibitor, mostly to EGFR with IC50 of 6 nM in a cell-free assay, effective against NSCLCs with EGFR or ERBB2 mutations (resistant to gefitinib) as well as those harboring the EGFR T790M mutation. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40521.nd2.tif_merged.tif
2.2,G13,22,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AG-1478,153436-53-4,315.75,https://pubchem.ncbi.nlm.nih.gov/compound/2051,2.5,Protein Tyrosine Kinase,EGFR,"AG-1478 (Tyrphostin AG-1478) is a selective EGFR inhibitor with IC50 of 3 nM in cell-free assays, almost no activity on HER2-Neu, PDGFR, Trk, Bcr-Abl and InsR.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40522.nd2.tif_merged.tif
2.2,F13,23,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SB415286,264218-23-7,359.72,https://pubchem.ncbi.nlm.nih.gov/compound/4210951,2.5,PI3K/Akt/mTOR,GSK-3,SB415286 is a potent GSK3α inhibitor with IC50/Ki of 78 nM/31 nM with equally effective inhibition of GSK-3β.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40523.nd2.tif_merged.tif
